Review_ID,Customer_Name,Product_Category,Review_Text,Rating_1to5,Sentiment
REV-70830,User_367,Beauty,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70831,User_825,Beauty,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70832,User_838,Fashion,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70833,User_954,Beauty,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70834,User_212,Fashion,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70835,User_167,Home & Kitchen,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70836,User_508,Home & Kitchen,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70837,User_594,Beauty,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70838,User_147,Fashion,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70839,User_258,Electronics,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70840,User_414,Sports,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70841,User_827,Sports,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70842,User_285,Home & Kitchen,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70843,User_756,Fashion,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70844,User_386,Home & Kitchen,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70845,User_842,Fashion,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70846,User_793,Electronics,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70847,User_776,Electronics,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70848,User_273,Electronics,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70849,User_633,Fashion,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70850,User_970,Home & Kitchen,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70851,User_853,Electronics,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70852,User_324,Home & Kitchen,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70853,User_654,Fashion,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70854,User_162,Electronics,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70855,User_844,Beauty,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70856,User_136,Home & Kitchen,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70857,User_161,Fashion,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70858,User_809,Electronics,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70859,User_706,Home & Kitchen,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70860,User_835,Sports,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70861,User_389,Sports,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70862,User_255,Sports,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70863,User_461,Fashion,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70864,User_162,Beauty,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70865,User_556,Beauty,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70866,User_381,Sports,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70867,User_505,Home & Kitchen,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70868,User_337,Beauty,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70869,User_604,Electronics,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70870,User_899,Fashion,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70871,User_277,Fashion,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70872,User_389,Electronics,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70873,User_769,Beauty,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70874,User_881,Electronics,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70875,User_568,Electronics,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70876,User_473,Fashion,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70877,User_421,Sports,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70878,User_113,Sports,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70879,User_196,Fashion,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70880,User_970,Electronics,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70881,User_274,Electronics,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70882,User_395,Electronics,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70883,User_555,Electronics,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70884,User_301,Electronics,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70885,User_274,Electronics,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70886,User_875,Sports,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70887,User_225,Beauty,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70888,User_934,Beauty,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70889,User_453,Beauty,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70890,User_476,Beauty,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70891,User_532,Sports,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70892,User_508,Home & Kitchen,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70893,User_750,Home & Kitchen,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70894,User_391,Home & Kitchen,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70895,User_688,Beauty,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70896,User_884,Beauty,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70897,User_630,Home & Kitchen,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70898,User_495,Beauty,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70899,User_719,Fashion,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70900,User_744,Electronics,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70901,User_581,Electronics,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70902,User_934,Fashion,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70903,User_339,Home & Kitchen,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70904,User_295,Electronics,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70905,User_349,Electronics,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70906,User_811,Fashion,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70907,User_863,Electronics,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70908,User_838,Home & Kitchen,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70909,User_417,Beauty,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70910,User_908,Fashion,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70911,User_385,Sports,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70912,User_721,Electronics,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70913,User_344,Electronics,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70914,User_331,Beauty,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70915,User_514,Electronics,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70916,User_442,Electronics,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70917,User_730,Beauty,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70918,User_549,Electronics,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70919,User_363,Home & Kitchen,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70920,User_711,Fashion,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70921,User_818,Home & Kitchen,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70922,User_550,Beauty,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70923,User_397,Electronics,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70924,User_699,Fashion,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70925,User_122,Electronics,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70926,User_391,Fashion,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70927,User_524,Fashion,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70928,User_600,Home & Kitchen,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70929,User_936,Sports,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70930,User_981,Home & Kitchen,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70931,User_553,Home & Kitchen,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70932,User_404,Home & Kitchen,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70933,User_349,Sports,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70934,User_958,Fashion,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70935,User_653,Fashion,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70936,User_894,Home & Kitchen,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70937,User_248,Beauty,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70938,User_570,Fashion,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70939,User_648,Electronics,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70940,User_882,Electronics,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70941,User_590,Sports,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70942,User_677,Electronics,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70943,User_971,Fashion,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70944,User_810,Electronics,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70945,User_110,Beauty,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70946,User_210,Electronics,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70947,User_710,Home & Kitchen,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70948,User_572,Beauty,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70949,User_361,Electronics,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70950,User_626,Beauty,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70951,User_578,Electronics,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70952,User_710,Electronics,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70953,User_903,Fashion,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70954,User_669,Fashion,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70955,User_158,Sports,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70956,User_154,Electronics,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70957,User_219,Home & Kitchen,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70958,User_716,Fashion,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70959,User_802,Beauty,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70960,User_457,Electronics,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70961,User_960,Sports,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70962,User_573,Sports,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70963,User_728,Sports,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70964,User_787,Beauty,Extremely disappointed. Software crashes repeatedly and features are missing or broken.,1,Negative
REV-70965,User_500,Sports,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70966,User_743,Beauty,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70967,User_114,Sports,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70968,User_136,Fashion,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70969,User_632,Fashion,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70970,User_799,Fashion,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70971,User_746,Fashion,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70972,User_345,Home & Kitchen,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70973,User_569,Home & Kitchen,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70974,User_795,Beauty,"Decent overall. Works as advertised, nothing extraordinary but gets the job done fine.",3,Neutral
REV-70975,User_576,Electronics,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70976,User_726,Fashion,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70977,User_128,Electronics,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70978,User_973,Sports,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70979,User_255,Electronics,Fantastic customer service! Solved my issue within 5 minutes with total professionalism.,5,Positive
REV-70980,User_731,Beauty,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70981,User_986,Beauty,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70982,User_515,Beauty,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70983,User_659,Sports,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70984,User_225,Fashion,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70985,User_624,Home & Kitchen,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70986,User_315,Sports,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70987,User_234,Electronics,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70988,User_501,Beauty,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70989,User_233,Sports,"Average product. Price is a bit high for what it offers, but build quality is okay.",3,Neutral
REV-70990,User_537,Sports,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70991,User_484,Home & Kitchen,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70992,User_417,Sports,Loved the seamless interface and intuitive dashboard! Highly recommended to everyone.,5,Positive
REV-70993,User_510,Beauty,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70994,User_541,Electronics,Worst purchase ever. Complete waste of money and horrible return policy.,1,Negative
REV-70995,User_466,Electronics,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70996,User_322,Sports,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
REV-70997,User_931,Home & Kitchen,The product quality is absolutely outstanding! Extremely satisfied with fast delivery and great support.,5,Positive
REV-70998,User_363,Fashion,Good value for money. Easy setup and responsive customer assistance.,5,Positive
REV-70999,User_653,Electronics,Terrible experience. The package arrived damaged and customer service was unresponsive and rude.,1,Negative
